Frame_Number,Track_ID,Center_X,Center_Y,Right_X,Right_Y,Angle_A_deg,A_px,Angle_B_deg,C_px,Pair_Score,Pair_Count,Binary_Threshold,Blur_Size,Min_Area_px2,Max_Area_px2,Max_Width_px,Max_Radial_Gap_px,Max_Angle_Diff_deg,Max_Center_Offset_px,Weight_Angle,Weight_Area,Weight_Center,Min_Score_Threshold,Zprime_mm,Zdoubleprime,Z_mm,B_px,X_mm,Y_mm
223,13,610,281,626,285,14.292742166315557,433.4155050295271,14.283339637415319,449.9077683259092,0.6214,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4059,0.0187,,,,
224,13,608,281,624,285,14.358307414318514,431.47769351381305,14.34645039634125,447.96986505790767,0.6095,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4077,0.0188,,,,
224,16,570,273,591,278,14.602458804078358,392.68435161080714,14.539413607530173,414.26682222934534,0.4995,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5815,0.0267,,,,
225,16,569,273,590,278,14.63933466230701,391.71673438851195,14.574216198038739,413.29892329886366,0.4915,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5828,0.0268,,,,
226,16,569,273,590,278,14.63933466230701,391.71673438851195,14.574216198038739,413.29892329886366,0.4967,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5828,0.0268,,,,
228,13,605,280,621,284,14.32823528641322,428.32347589176106,14.31740915840942,444.8156921692399,0.6178,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4106,0.0189,,,,
228,16,567,272,588,277,14.571369061313142,389.5292030130732,14.509472183582787,411.1119069061367,0.5026,2,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.586,0.027,,,,
234,17,534,264,552,269,14.66154774860925,355.5784020437687,14.70460202409345,374.2579324476637,0.5562,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5564,0.0256,,,,
241,18,565,270,580,274,14.359336544244634,387.09301207849256,14.381394591090604,402.6164427839479,0.5806,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4273,0.0197,,,,
242,17,532,264,550,269,14.743562836470735,353.643888678993,14.782726042615677,372.3237838226293,0.5683,1,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5594,0.0257,,,,
243,18,565,270,580,274,14.359336544244634,387.09301207849256,14.381394591090604,402.6164427839479,0.5799,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.4273,0.0197,,,,
243,17,532,264,550,269,14.743562836470735,353.643888678993,14.782726042615677,372.3237838226293,0.5677,3,27,1,4,5000,100,71.0,10.0,15.0,0.35,0.35,0.3,0.1,0.5594,0.0257,,,,
